prefectureCode,prefectureName,schoolName,area,department,fiscalYear,quota,finalApplicants,finalRate,sourceUrl,docTitle,fetchedAt
chiba,千葉県,津田沼,,普通科,令和5年度（2023年度）,320,462,1.44,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,実籾,,普通科,令和5年度（2023年度）,320,380,1.19,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋,,普通科,令和5年度（2023年度）,320,569,1.78,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋,,理数科,令和5年度（2023年度）,40,67,1.68,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,薬園台,,普通科,令和5年度（2023年度）,280,409,1.46,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,薬園台,,園芸科,令和5年度（2023年度）,40,48,1.2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋東,,普通科,令和5年度（2023年度）,320,500,1.56,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋啓明,,普通科,令和5年度（2023年度）,320,329,1.03,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋芝山,,普通科,令和5年度（2023年度）,320,380,1.19,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋二和,,普通科,令和5年度（2023年度）,320,304,0.95,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋古和釜,,普通科,令和5年度（2023年度）,240,214,0.89,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋法典,,普通科,令和5年度（2023年度）,240,202,0.84,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋豊富,,普通科,令和5年度（2023年度）,160,58,0.36,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,船橋北,,普通科,令和5年度（2023年度）,200,140,0.7,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,市川工業,,機械科,令和5年度（2023年度）,80,45,0.56,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,市川工業,,電気科,令和5年度（2023年度）,80,83,1.04,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,市川工業,,建築科,令和5年度（2023年度）,40,35,0.88,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,市川工業,,インテリア科,令和5年度（2023年度）,40,40,1,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,国府台,,普通科,令和5年度（2023年度）,320,395,1.23,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,国分,,普通科,令和5年度（2023年度）,320,491,1.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,行徳,,普通科,令和5年度（2023年度）,160,118,0.74,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,市川東,,普通科,令和5年度（2023年度）,320,438,1.37,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,市川昴,,普通科,令和5年度（2023年度）,320,422,1.32,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,市川南,,普通科,令和5年度（2023年度）,320,347,1.08,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,浦安,,普通科,令和5年度（2023年度）,200,166,0.83,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,浦安南,,普通科,令和5年度（2023年度）,160,55,0.34,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,鎌ヶ谷,,普通科,令和5年度（2023年度）,320,423,1.32,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,鎌ヶ谷西,,普通科,令和5年度（2023年度）,200,135,0.68,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸,,普通科,令和5年度（2023年度）,200,270,1.35,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸,,芸術科,令和5年度（2023年度）,40,49,1.23,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,小金,,総合学科,令和5年度（2023年度）,320,488,1.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸国際,,普通科,令和5年度（2023年度）,200,306,1.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸国際,,国際教養科,令和5年度（2023年度）,120,155,1.29,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸六実,,普通科,令和5年度（2023年度）,320,365,1.14,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸向陽,,普通科,令和5年度（2023年度）,200,192,0.96,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸向陽,,福祉教養科,令和5年度（2023年度）,40,36,0.9,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,松戸馬橋,,普通科,令和5年度（2023年度）,320,374,1.17,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,東葛飾,,普通科,令和5年度（2023年度）,240,480,2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,柏,,普通科,令和5年度（2023年度）,280,370,1.32,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,柏,,理数科,令和5年度（2023年度）,40,46,1.15,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,柏南,,普通科,令和5年度（2023年度）,360,516,1.43,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,柏陵,,普通科,令和5年度（2023年度）,320,367,1.15,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,柏の葉,,普通科,令和5年度（2023年度）,280,486,1.74,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,柏の葉,,情報理数科,令和5年度（2023年度）,40,59,1.48,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,柏中央,,普通科,令和5年度（2023年度）,320,370,1.16,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,沼南,,普通科,令和5年度（2023年度）,160,58,0.36,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,沼南高柳,,普通科,令和5年度（2023年度）,240,195,0.81,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,流山,,園芸科,令和5年度（2023年度）,120,109,0.91,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,流山,,商業科・情報処理科,令和5年度（2023年度）,80,81,1.01,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,流山おおたかの森,,普通科,令和5年度（2023年度）,320,486,1.52,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,流山おおたかの森,,国際コミュニケーション科,令和5年度（2023年度）,40,58,1.45,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,流山南,,普通科,令和5年度（2023年度）,280,283,1.01,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,流山北,,普通科,令和5年度（2023年度）,240,211,0.88,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,野田中央,,普通科,令和5年度（2023年度）,320,307,0.96,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,清水,,食品科学科,令和5年度（2023年度）,40,40,1,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,清水,,機械科・電気科・環境化学科,令和5年度（2023年度）,120,122,1.02,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,関宿,,普通科,令和5年度（2023年度）,120,61,0.51,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,我孫子,,普通科,令和5年度（2023年度）,320,317,0.99,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,我孫子東,,普通科,令和5年度（2023年度）,240,165,0.69,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,白井,,普通科,令和5年度（2023年度）,240,259,1.08,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,印旛明誠,,普通科,令和5年度（2023年度）,200,245,1.23,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,成田西陵,,園芸科,令和5年度（2023年度）,80,45,0.56,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,成田西陵,,土木造園科,令和5年度（2023年度）,40,20,0.5,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,成田西陵,,食品科学科,令和5年度（2023年度）,40,45,1.13,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,成田西陵,,情報処理科,令和5年度（2023年度）,40,39,0.98,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,成田国際,,普通科,令和5年度（2023年度）,200,313,1.57,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,成田国際,,国際科,令和5年度（2023年度）,120,158,1.32,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,成田北,,普通科,令和5年度（2023年度）,280,338,1.21,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,下総,,園芸科,令和5年度（2023年度）,40,19,0.48,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,下総,,自動車科,令和5年度（2023年度）,40,21,0.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,下総,,情報処理科,令和5年度（2023年度）,40,23,0.58,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,富里,,普通科,令和5年度（2023年度）,200,188,0.94,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,佐倉,,普通科,令和5年度（2023年度）,280,395,1.41,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,佐倉,,理数科,令和5年度（2023年度）,40,59,1.48,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,佐倉東,,普通科,令和5年度（2023年度）,160,173,1.08,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,佐倉東,,調理国際科,令和5年度（2023年度）,40,45,1.13,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,佐倉東,,服飾デザイン科,令和5年度（2023年度）,40,41,1.03,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,佐倉西,,普通科,令和5年度（2023年度）,200,188,0.94,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,八街,,総合学科,令和5年度（2023年度）,160,140,0.88,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,四街道,,普通科,令和5年度（2023年度）,320,409,1.28,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,四街道北,,普通科,令和5年度（2023年度）,240,287,1.2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
chiba,千葉県,佐原,,普通科,令和5年度（2023年度）,240,245,1.02,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2022/koukou/documents/ippan.pdf,千葉県教育委員会 令和5年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R5追加・全日制のみ収録）,2026-08-21
